ELEM_KOD;TELEP_NEV;JARAS_NEV;MEGYE_NEV;REGIO_NEV;NAGYREGIO_NEV;VALUE
543;Magyarhertelend;Komlói;Baranya;Dél-Dunántúl;Dunántúl;606.4
768;Dombóvár;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;448.8
774;Répcevis;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;597
793;Kisapáti;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;488.8
795;Szilaspogony;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;187.5
813;Várad;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;373.4
855;Tiszakanyár;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;329.9
881;Felsőszentmárton;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;516.1
884;Baskó;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;602.6
996;Tófalu;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;372.2
871;Jobbágyi;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;391.4
1101;Szihalom;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;409.2
797;Ispánk;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;681.3
915;Drávakeresztúr;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;209.1
3064;Csenger;Csengeri;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;391.9
1030;Vasboldogasszony;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;488.6
1113;Vekerd;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;523.8
878;Újsolt;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;855.3
882;Teskánd;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;559
1293;Hercegszántó;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;445.3
610;Kálmáncsa;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;263.5
719;Patak;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;432.6
1763;Siófok;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;539.5
1827;Csép;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;463.9
224;Vát;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;522.1
1378;Kiskorpád;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;444.3
1891;Murga;Bonyhádi;Tolna;Dél-Dunántúl;Dunántúl;613.6
1969;Tetétlen;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;299.8
3278;Simonfa;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;367.8
1642;Alsópetény;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;605.6
2777;Óhíd;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;536.4
2951;Bakonyjákó;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;479.1
2717;Sajólád;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;384.9
3054;Csabdi;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;463.2
452;Kecskéd;Oroszlányi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;526.5
461;Gelénes;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;306.5
2490;Balatonszárszó;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;547.1
1188;Abda;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;571.8
1833;Gilvánfa;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;228.4
1996;Mátraballa;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;473.7
2161;Kislippó;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;461.2
1959;Pusztaottlaka;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;304.3
1964;Ófalu;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;506.1
2056;Újireg;Tamási;Tolna;Dél-Dunántúl;Dunántúl;545.1
2061;Búcsúszentlászló;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;607.9
250;Kisunyom;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;495.5
2008;Kemenesszentmárton;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;544.6
1709;Orfalu;Szentgotthárdi;Vas;Nyugat-Dunántúl;Dunántúl;742.9
1885;Lókút;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;482.3
2047;Kaposvár;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;458.8
2048;Alsóberecki;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;432.7
437;Lázi;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;489.3
439;Makád;Ráckevei;Pest;Pest;Közép-Magyarország;538.1
821;Alsótelekes;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;345.1
1047;Császártöltés;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;502.9
1243;Fedémes;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;319.1
1245;Csökmő;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;346.5
1283;Bezeréd;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;527.8
476;Borszörcsök;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;384.6
2551;Nemeskisfalud;Marcali;Somogy;Dél-Dunántúl;Dunántúl;170.1
462;Zsira;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;464.9
1054;Kémes;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;503.5
1055;Monor;Monori;Pest;Pest;Közép-Magyarország;441.1
1843;Velemér;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;450.7
2006;Nyársapát;Nagykőrösi;Pest;Pest;Közép-Magyarország;401.8
3016;Körösújfalu;Szeghalmi;Békés;Dél-Alföld;Alföld és Észak;452.1
3017;Kislőd;Ajkai;Veszprém;Közép-Dunántúl;Dunántúl;461.5
3020;Borsodszentgyörgy;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;432.4
2021;Parádsasvár;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;701.9
2181;Varbó;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;507.4
2527;Tolna;Tolnai;Tolna;Dél-Dunántúl;Dunántúl;478
3245;Nyírkáta;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;257.5
2621;Szigetmonostor;Szentendrei;Pest;Pest;Közép-Magyarország;529.3
2713;Mencshely;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;447.5
658;Gálosfa;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;357.1
663;Varsád;Tamási;Tolna;Dél-Dunántúl;Dunántúl;377.6
1068;Vállus;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;721.6
1073;Vámosmikola;Szobi;Pest;Pest;Közép-Magyarország;401.9
540;Babarc;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;435.5
888;Peresznye;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;553.7
1001;Lulla;Tabi;Somogy;Dél-Dunántúl;Dunántúl;504.9
1183;Pocsaj;Derecskei;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;267.3
1313;Golop;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;387.3
733;Aszófő;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;573.2
845;Pilisszentlászló;Szentendrei;Pest;Pest;Közép-Magyarország;468.9
965;Ilk;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;327.3
441;Nyésta;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;245.6
551;Siklós;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;454
557;Derecske;Derecskei;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;371.7
901;Monaj;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;293
972;Győrvár;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;527.5
1091;Karakó;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;487.3
3119;Lövő;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;574
400;Zalacsány;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;544.8
402;Himod;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;478.3
403;Csorna;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;492.1
2497;Hernádszurdok;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;240.6
2541;Németfalu;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;500
548;Baranyaszentgyörgy;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;518.5
562;Révfülöp;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;504.5
574;Kőszegdoroszló;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;667.7
576;Létavértes;Derecskei;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;373.9
2605;Hőgyész;Tamási;Tolna;Dél-Dunántúl;Dunántúl;440.6
645;Gamás;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;403.2
662;Szécsény;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;485.2
2759;Nadap;Gárdonyi;Fejér;Közép-Dunántúl;Dunántúl;1,507.4
2768;Kosd;Váci;Pest;Pest;Közép-Magyarország;513.4
2822;Túrkeve;Mezőtúri;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;420.5
2852;Varga;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;298.9
1932;Borota;Jánoshalmai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;500.5
2099;Kemenespálfa;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;480.2
583;Balatonalmádi;Balatonalmádi;Veszprém;Közép-Dunántúl;Dunántúl;547.2
2683;Iliny;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;583.3
2709;Celldömölk;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;493.2
680;Kötegyán;Sarkadi;Békés;Dél-Alföld;Alföld és Észak;389.9
1428;Csokvaomány;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;333.8
2300;Kisszőlős;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;384.6
280;Enying;Enyingi;Fejér;Közép-Dunántúl;Dunántúl;439.8
219;Nemesvámos;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;541.1
1062;Bükkszenterzsébet;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;327.3
279;Nak;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;420
2385;Ászár;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;636.6
3066;Borsodbóta;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;324.2
2408;Jászivány;Jászapáti;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;432.4
1585;Lak;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;185.6
2895;Szigetszentmiklós;Szigetszentmiklósi;Pest;Pest;Közép-Magyarország;491.2
2896;Somogyjád;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;465.7
2935;Bajót;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;388.9
2936;Csömödér;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;416.1
569;Váckisújfalu;Váci;Pest;Pest;Közép-Magyarország;569.3
687;Visz;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;544.3
1866;Ózdfalu;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;307.1
2208;Kerkakutas;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;516.1
2672;Grábóc;Bonyhádi;Tolna;Dél-Dunántúl;Dunántúl;490.2
2675;Rinyaszentkirály;Nagyatádi;Somogy;Dél-Dunántúl;Dunántúl;255.6
2785;Szolnok;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;406.1
2801;Iszkáz;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;524.2
434;Mórahalom;Mórahalmi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;478.4
451;Rózsafa;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;348.5
2751;Besenyőtelek;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;384.1
3246;Szilvásszentmárton;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;407
1682;Ordacsehi;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;556.3
1698;Szellő;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;398.3
1702;Bajánsenye;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;601.6
1704;Pusztafalu;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;613.6
2272;Alsóújlak;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;525.7
2481;Dévaványa;Gyomaendrődi;Békés;Dél-Alföld;Alföld és Észak;374.1
2486;Batyk;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;433.4
1615;Dozmat;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;566.5
3288;Bükkzsérc;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;481.4
1607;Csajág;Balatonalmádi;Veszprém;Közép-Dunántúl;Dunántúl;519.1
3061;Csarnóta;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;473.7
3398;Muraszemenye;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;450.6
832;Gyöngyöspata;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;462.8
942;Tiszaadony;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;305.3
2066;Mátyus;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;244.4
2230;Hatvan;Hatvani;Heves;Észak-Magyarország;Alföld és Észak;485.6
1454;Tataháza;Bácsalmási;Bács-Kiskun;Dél-Alföld;Alföld és Észak;457.3
1549;Basal;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;383.8
1875;Hajós;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;529.8
2053;Dunavarsány;Szigetszentmiklósi;Pest;Pest;Közép-Magyarország;507.1
1898;Fadd;Tolnai;Tolna;Dél-Dunántúl;Dunántúl;395
2251;Monoszló;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;791.7
2591;Kisújszállás;Karcagi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;386.1
391;Csákánydoroszló;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;481.5
398;Nagybudmér;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;402.7
409;Helvécia;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;548.7
371;Tiszadorogma;Mezőcsáti;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;429.4
1563;Tarrós;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;402.2
1403;Nagymányok;Bonyhádi;Tolna;Dél-Dunántúl;Dunántúl;505.9
1413;Bojt;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;235.8
1508;Hetyefő;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;584.4
3386;Balatonlelle;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;550.6
3392;Mánfa;Komlói;Baranya;Dél-Dunántúl;Dunántúl;486.4
1338;Domaszék;Szegedi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;534.4
2902;Kunfehértó;Kiskunhalasi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;523.8
1450;Dombrád;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;355.6
1460;Lápafő;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;420.7
238;Bercel;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;446.8
1488;Sóshartyán;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;254.5
213;Mihályfa;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;613.6
2109;Pécsudvard;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;530.1
1543;Petőfiszállás;Kiskunfélegyházi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;551.3
1559;Patosfa;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;427.4
2223;Botpalád;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;374
2246;Kisfüzes;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;616.1
2270;Főnyed;Marcali;Somogy;Dél-Dunántúl;Dunántúl;611.1
773;Merenye;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;382.7
802;Bükkszentkereszt;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;440.5
864;Kálló;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;288.5
951;Gádoros;Orosházi;Békés;Dél-Alföld;Alföld és Észak;395.5
960;Recsk;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;394.9
991;Tuzsér;Záhonyi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;267.1
578;Ladánybene;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;536.2
689;Kópháza;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;621.2
1271;Pázmándfalu;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;497.4
2127;Prügy;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;300.3
2631;Rém;Jánoshalmai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;354.7
2632;Nyugotszenterzsébet;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;427.2
1354;Tiszaszalka;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;419.8
1359;Bükkábrány;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;459.7
2640;Komló;Komlói;Baranya;Dél-Dunántúl;Dunántúl;388
2805;Tolcsva;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;479.2
2806;Nyírtass;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;428.2
2502;Liszó;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;539.6
2825;Mogyorósbánya;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;494.2
762;Alsótold;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;554.1
2122;Beszterec;Kemecsei;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;298.5
2124;Sükösd;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;439.4
270;Pálmonostora;Kiskunfélegyházi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;469.9
1448;Máriakéménd;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;363.5
2454;Tiszaalpár;Tiszakécskei;Bács-Kiskun;Dél-Alföld;Alföld és Észak;448.5
2459;Zajk;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;265.3
3258;Vérteskethely;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;485.5
3417;Csataszög;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;331.2
3424;Algyő;Szegedi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;455.3
1909;Szentpéterszeg;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;394
2622;Gadány;Marcali;Somogy;Dél-Dunántúl;Dunántúl;261.6
2952;Molvány;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;500
3124;Visonta;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;586.1
3128;Mikófalva;Bélapátfalvai;Heves;Észak-Magyarország;Alföld és Észak;633.6
1780;Újszilvás;Ceglédi;Pest;Pest;Közép-Magyarország;399.2
2275;Kaszaper;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;404.9
2284;Kisgyőr;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;384.1
2287;Böde;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;515.2
393;Cigánd;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;301.4
472;Sály;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;292.8
2930;Kispalád;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;250.4
3092;Csabrendek;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;441
1752;Polgárdi;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;445.4
2967;Beret;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;188.9
3133;Csabacsűd;Szarvasi;Békés;Dél-Alföld;Alföld és Észak;450.8
3307;Tarhos;Békési;Békés;Dél-Alföld;Alföld és Észak;434.6
1999;Kemecse;Kemecsei;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;337
2000;Csákvár;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;481.7
3165;Albertirsa;Ceglédi;Pest;Pest;Közép-Magyarország;448.4
3219;Újudvar;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;542.1
370;Taktabáj;Tokaji;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;189.5
315;Kistapolca;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;388.3
323;Fajsz;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;409.3
2059;Nagycsepely;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;449.3
1744;Kelevíz;Marcali;Somogy;Dél-Dunántúl;Dunántúl;354.4
1746;Kásád;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;329.5
2257;Csonkamindszent;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;391.1
2258;Vasad;Monori;Pest;Pest;Közép-Magyarország;499.2
2261;Szomód;Tatai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;525.8
2085;Úrkút;Ajkai;Veszprém;Közép-Dunántúl;Dunántúl;505.4
2587;Told;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;153.8
3296;Tarnabod;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;204.7
1620;Záhony;Záhonyi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;393.4
3394;Eplény;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;512.1
1226;Székkutas;Hódmezővásárhelyi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;454
3439;Monorierdő;Monori;Pest;Pest;Közép-Magyarország;450.8
3441;Mosonudvar;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;590.6
1767;Lajosmizse;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;541.3
1082;Pécsvárad;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;500.7
1324;Tarnalelesz;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;256.3
903;Berkenye;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;525.8
904;Szente;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;536.8
1017;Sajógalgóc;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;445.6
984;Hernád;Dabasi;Pest;Pest;Közép-Magyarország;560.5
1099;Kerékteleki;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;484.8
1100;Jászkarajenő;Ceglédi;Pest;Pest;Közép-Magyarország;367.2
1211;Kajárpéc;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;501.9
1335;Égerszög;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;392.2
681;Mágocs;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;503.5
1601;Mélykút;Jánoshalmai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;408.1
254;Sumony;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;234.8
2352;Tiszalök;Tiszavasvári;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;363.1
3360;Újtelek;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;599.4
1678;Hejőpapi;Mezőcsáti;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;323.3
1683;Kőszeg;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;489.4
1693;Orgovány;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;501.4
3416;Kerepes;Gödöllői;Pest;Pest;Közép-Magyarország;490.7
2994;Ipacsfa;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;475.7
1483;Zagyvarékas;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;365.5
2324;Adács;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;413.6
2488;Hernádpetri;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;237.4
2493;Vác;Váci;Pest;Pest;Közép-Magyarország;429.4
2543;Tabdi;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;542.6
245;Vajta;Sárbogárdi;Fejér;Közép-Dunántúl;Dunántúl;449.6
1758;Jármi;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;489.7
2387;Szarvas;Szarvasi;Békés;Dél-Alföld;Alföld és Észak;434.1
2390;Gyugy;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;417.8
2629;Kisbárkány;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;646.6
3135;Darány;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;373.1
775;Óföldeák;Makói;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;275.6
777;Dencsháza;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;408.3
1267;Kisvarsány;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;466.6
470;Iregszemcse;Tamási;Tolna;Dél-Dunántúl;Dunántúl;474.8
579;Cserkeszőlő;Kunszentmártoni;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;557.2
549;Gadna;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;116.1
447;Kányavár;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;427.5
908;Gelsesziget;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;552.1
2179;Erdőtarcsa;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;460.5
